"time","iNV3S.y"
4.9296,5
4.932,5
4.9344,5
4.9368,5
4.9392,5
4.9416,5
4.944,5
4.9464,5
4.9488,5
4.9512,5
4.9536,5
4.956,5
4.9584,5
4.9608,5
4.9632,5
4.9656,5
4.968,5
4.9704,5
4.9728,5
4.9752,5
4.9776,5
4.98,5
4.9824,5
4.9848,5
4.9872,5
4.9896,5
4.992,5
4.9944,5
4.9968,5
4.9992,5
5,5
5,3
5.0016,3
5.004,3
5.0064,3
5.0088,3
5.0112,3
5.0136,3
5.016,3
5.0184,3
5.0208,3
5.0232,3
5.0256,3
5.028,3
5.0304,3
5.0328,3
5.0352,3
5.0376,3
5.04,3
5.0424,3
5.0448,3
5.0472,3
5.0496,3
5.052,3
5.0544,3
5.0568,3
5.0592,3
5.0616,3
5.064,3
5.0664,3
5.0688,3
5.0712,3
5.0736,3
5.076,3
5.0784,3
5.0808,3
5.0832,3
5.0856,3
5.088,3
5.0904,3
5.0928,3
5.0952,3
5.0976,3
5.1,3
5.1024,3
5.1048,3
5.1072,3
5.1096,3
5.112,3
5.1144,3
5.1168,3
5.1192,3
5.1216,3
5.124,3
5.1264,3
5.1288,3
5.1312,3
5.1336,3
5.136,3
5.1384,3
5.1408,3
5.1432,3
5.1456,3
5.148,3
5.1504,3
5.1528,3
5.1552,3
5.1576,3
5.16,3
5.1624,3
5.1648,3
5.1672,3
5.1696,3
5.172,3
5.1744,3
5.1768,3
5.1792,3
5.1816,3
5.184,3
5.1864,3
5.1888,3
5.1912,3
5.1936,3
5.196,3
5.1984,3
5.2008,3
5.2032,3
5.2056,3
5.208,3
5.2104,3
5.2128,3
5.2152,3
5.2176,3
5.22,3
5.2224,3
5.2248,3
5.2272,3
5.2296,3
5.232,3
5.2344,3
5.2368,3
5.2392,3
5.2416,3
5.244,3
5.2464,3
5.2488,3
5.2512,3
5.2536,3
5.256,3
5.2584,3
5.2608,3
5.2632,3
5.2656,3
5.268,3
5.2704,3
5.2728,3
5.2752,3
5.2776,3
5.28,3
5.2824,3
5.2848,3
5.2872,3
5.2896,3
5.292,3
5.2944,3
5.2968,3
5.2992,3
5.3016,3
5.304,3
5.3064,3
5.3088,3
5.3112,3
5.3136,3
5.316,3
5.3184,3
5.3208,3
5.3232,3
5.3256,3
5.328,3
5.3304,3
5.3328,3
5.3352,3
5.3376,3
5.34,3
5.3424,3
5.3448,3
5.3472,3
5.3496,3
5.352,3
5.3544,3
5.3568,3
5.3592,3
5.3616,3
5.364,3
5.3664,3
5.3688,3
5.3712,3
5.3736,3
5.376,3
5.3784,3
5.3808,3
5.3832,3
5.3856,3
5.388,3
5.3904,3
5.3928,3
5.3952,3
5.3976,3
5.4,3
5.4024,3
5.4048,3
5.4072,3
5.4096,3
5.412,3
5.4144,3
5.4168,3
5.4192,3
5.4216,3
5.424,3
5.4264,3
5.4288,3
5.4312,3
5.4336,3
5.436,3
5.4384,3
5.4408,3
5.4432,3
5.4456,3
5.448,3
5.4504,3
5.4528,3
5.4552,3
5.4576,3
5.46,3
5.4624,3
5.4648,3
5.4672,3
5.4696,3
5.472,3
5.4744,3
5.4768,3
5.4792,3
5.4816,3
5.484,3
5.4864,3
5.4888,3
5.4912,3
5.4936,3
5.496,3
5.4984,3
5.5008,3
5.5032,3
5.5056,3
5.508,3
5.5104,3
5.5128,3
5.5152,3
5.5176,3
5.52,3
5.5224,3
5.5248,3
5.5272,3
5.5296,3
5.532,3
5.5344,3
5.5368,3
5.5392,3
5.5416,3
5.544,3
5.5464,3
5.5488,3
5.5512,3
5.5536,3
5.556,3
5.5584,3
5.5608,3
5.5632,3
5.5656,3
5.568,3
5.5704,3
5.5728,3
5.5752,3
5.5776,3
5.58,3
5.5824,3
5.5848,3
5.5872,3
5.5896,3
5.592,3
5.5944,3
5.5968,3
5.5992,3
5.6016,3
5.604,3
5.6064,3
5.6088,3
5.6112,3
5.6136,3
5.616,3
5.6184,3
5.6208,3
5.6232,3
5.6256,3
5.628,3
5.6304,3
5.6328,3
5.6352,3
5.6376,3
5.64,3
5.6424,3
5.6448,3
5.6472,3
5.6496,3
5.652,3
5.6544,3
5.6568,3
5.6592,3
5.6616,3
5.664,3
5.6664,3
5.6688,3
5.6712,3
5.6736,3
5.676,3
5.6784,3
5.6808,3
5.6832,3
5.6856,3
5.688,3
5.6904,3
5.6928,3
5.6952,3
5.6976,3
5.7,3
5.7024,3
5.7048,3
5.7072,3
5.7096,3
5.712,3
5.7144,3
5.7168,3
5.7192,3
5.7216,3
5.724,3
5.7264,3
5.7288,3
5.7312,3
5.7336,3
5.736,3
5.7384,3
5.7408,3
5.7432,3
5.7456,3
5.748,3
5.7504,3
5.7528,3
5.7552,3
5.7576,3
5.76,3
5.7624,3
5.7648,3
5.7672,3
5.7696,3
5.772,3
5.7744,3
5.7768,3
5.7792,3
5.7816,3
5.784,3
5.7864,3
5.7888,3
5.7912,3
5.7936,3
5.796,3
5.7984,3
5.8008,3
5.8032,3
5.8056,3
5.808,3
5.8104,3
5.8128,3
5.8152,3
5.8176,3
5.82,3
5.8224,3
5.8248,3
5.8272,3
5.8296,3
5.832,3
5.8344,3
5.8368,3
5.8392,3
5.8416,3
5.844,3
5.8464,3
5.8488,3
5.8512,3
5.8536,3
5.856,3
5.8584,3
5.8608,3
5.8632,3
5.8656,3
5.868,3
5.8704,3
5.8728,3
5.8752,3
5.8776,3
5.88,3
5.8824,3
5.8848,3
5.8872,3
5.8896,3
5.892,3
5.8944,3
5.8968,3
5.8992,3
5.9016,3
5.904,3
5.9064,3
5.9088,3
5.9112,3
5.9136,3
5.916,3
5.9184,3
5.9208,3
5.9232,3
5.9256,3
5.928,3
5.9304,3
5.9328,3
5.9352,3
5.9376,3
5.94,3
5.9424,3
5.9448,3
5.9472,3
5.9496,3
5.952,3
5.9544,3
5.9568,3
5.9592,3
5.9616,3
5.964,3
5.9664,3
5.9688,3
5.9712,3
5.9736,3
5.976,3
5.9784,3
5.9808,3
5.9832,3
5.9856,3
5.988,3
5.9904,3
5.9928,3
5.9952,3
5.9976,3
6,3
6.0024,3
6.0048,3
6.0072,3
6.0096,3
6.012,3
6.0144,3
6.0168,3
6.0192,3
6.0216,3
6.024,3
6.0264,3
6.0288,3
6.0312,3
6.0336,3
6.036,3
6.0384,3
6.0408,3
6.0432,3
6.0456,3
6.048,3
6.0504,3
6.0528,3
6.0552,3
6.0576,3
6.06,3
6.0624,3
6.0648,3
6.0672,3
6.0696,3
6.072,3
6.0744,3
6.0768,3
6.0792,3
6.0816,3
6.084,3
6.0864,3
6.0888,3
6.0912,3
6.0936,3
6.096,3
6.0984,3
6.1008,3
6.1032,3
6.1056,3
6.108,3
6.1104,3
6.1128,3
6.1152,3
6.1176,3
6.12,3
6.1224,3
6.1248,3
6.1272,3
6.1296,3
6.132,3
6.1344,3
6.1368,3
6.1392,3
6.1416,3
6.144,3
6.1464,3
6.1488,3
6.1512,3
6.1536,3
6.156,3
6.1584,3
6.1608,3
6.1632,3
6.1656,3
6.168,3
6.1704,3
6.1728,3
6.1752,3
6.1776,3
6.18,3
6.1824,3
6.1848,3
6.1872,3
6.1896,3
6.192,3
6.1944,3
6.1968,3
6.1992,3
6.2016,3
6.204,3
6.2064,3
6.2088,3
6.2112,3
6.2136,3
6.216,3
6.2184,3
6.2208,3
6.2232,3
6.2256,3
6.228,3
6.2304,3
6.2328,3
6.2352,3
6.2376,3
6.24,3
6.2424,3
6.2448,3
6.2472,3
6.2496,3
6.252,3
6.2544,3
6.2568,3
6.2592,3
6.2616,3
6.264,3
6.2664,3
6.2688,3
6.2712,3
6.2736,3
6.276,3
6.2784,3
6.2808,3
6.2832,3
6.2856,3
6.288,3
6.2904,3
6.2928,3
6.2952,3
6.2976,3
6.3,3
6.3024,3
6.3048,3
6.3072,3
6.3096,3
6.312,3
6.3144,3
6.3168,3
6.3192,3
6.3216,3
6.324,3
6.3264,3
6.3288,3
6.3312,3
6.3336,3
6.336,3
6.3384,3
6.3408,3
6.3432,3
6.3456,3
6.348,3
6.3504,3
6.3528,3
6.3552,3
6.3576,3
6.36,3
6.3624,3
6.3648,3
6.3672,3
6.3696,3
6.372,3
6.3744,3
6.3768,3
6.3792,3
6.3816,3
6.384,3
6.3864,3
6.3888,3
6.3912,3
6.3936,3
6.396,3
6.3984,3
6.4008,3
6.4032,3
6.4056,3
6.408,3
6.4104,3
6.4128,3
6.4152,3
6.4176,3
6.42,3
6.4224,3
6.4248,3
6.4272,3
6.4296,3
6.432,3
6.4344,3
6.4368,3
6.4392,3
6.4416,3
6.444,3
6.4464,3
6.4488,3
6.4512,3
6.4536,3
6.456,3
6.4584,3
6.4608,3
6.4632,3
6.4656,3
6.468,3
6.4704,3
6.4728,3
6.4752,3
6.4776,3
6.48,3
6.4824,3
6.4848,3
6.4872,3
6.4896,3
6.492,3
6.4944,3
6.4968,3
6.4992,3
6.5016,3
6.504,3
6.5064,3
6.5088,3
6.5112,3
6.5136,3
6.516,3
6.5184,3
6.5208,3
6.5232,3
6.5256,3
6.528,3
6.5304,3
6.5328,3
6.5352,3
6.5376,3
6.54,3
6.5424,3
6.5448,3
6.5472,3
6.5496,3
6.552,3
6.5544,3
6.5568,3
6.5592,3
6.5616,3
6.564,3
6.5664,3
6.5688,3
6.5712,3
6.5736,3
6.576,3
6.5784,3
6.5808,3
6.5832,3
6.5856,3
6.588,3
6.5904,3
6.5928,3
6.5952,3
6.5976,3
6.6,3
6.6024,3
6.6048,3
6.6072,3
6.6096,3
6.612,3
6.6144,3
6.6168,3
6.6192,3
6.6216,3
6.624,3
6.6264,3
6.6288,3
6.6312,3
6.6336,3
6.636,3
6.6384,3
6.6408,3
6.6432,3
6.6456,3
6.648,3
6.6504,3
6.6528,3
6.6552,3
6.6576,3
6.66,3
6.6624,3
6.6648,3
6.6672,3
6.6696,3
6.672,3
6.6744,3
6.6768,3
6.6792,3
6.6816,3
6.684,3
6.6864,3
6.6888,3
6.6912,3
6.6936,3
6.696,3
6.6984,3
6.7008,3
6.7032,3
6.7056,3
6.708,3
6.7104,3
6.7128,3
6.7152,3
6.7176,3
6.72,3
6.7224,3
6.7248,3
6.7272,3
6.7296,3
6.732,3
6.7344,3
6.7368,3
6.7392,3
6.7416,3
6.744,3
6.7464,3
6.7488,3
6.7512,3
6.7536,3
6.756,3
6.7584,3
6.7608,3
6.7632,3
6.7656,3
6.768,3
6.7704,3
6.7728,3
6.7752,3
6.7776,3
6.78,3
6.7824,3
6.7848,3
6.7872,3
6.7896,3
6.792,3
6.7944,3
6.7968,3
6.7992,3
6.8016,3
6.804,3
6.8064,3
6.8088,3
6.8112,3
6.8136,3
6.816,3
6.8184,3
6.8208,3
6.8232,3
6.8256,3
6.828,3
6.8304,3
6.8328,3
6.8352,3
6.8376,3
6.84,3
6.8424,3
6.8448,3
6.8472,3
6.8496,3
6.852,3
6.8544,3
6.8568,3
6.8592,3
6.8616,3
6.864,3
6.8664,3
6.8688,3
6.8712,3
6.8736,3
6.876,3
6.8784,3
6.8808,3
6.8832,3
6.8856,3
6.888,3
6.8904,3
6.8928,3
6.8952,3
6.8976,3
6.9,3
6.9024,3
6.9048,3
6.9072,3
6.9096,3
6.912,3
6.9144,3
6.9168,3
6.9192,3
6.9216,3
6.924,3
6.9264,3
6.9288,3
6.9312,3
6.9336,3
6.936,3
6.9384,3
6.9408,3
6.9432,3
6.9456,3
6.948,3
6.9504,3
6.9528,3
6.9552,3
6.9576,3
6.96,3
6.9624,3
6.9648,3
6.9672,3
6.9696,3
6.972,3
6.9744,3
6.9768,3
6.9792,3
6.9816,3
6.984,3
6.9864,3
6.9888,3
6.9912,3
6.9936,3
6.996,3
6.9984,3
7,3
7,4
7.0008,4
7.0032,4
7.0056,4
7.008,4
7.0104,4
7.0128,4
7.0152,4
7.0176,4
7.02,4
7.0224,4
7.0248,4
7.0272,4
7.0296,4
7.032,4
7.0344,4
7.0368,4
7.0392,4
7.0416,4
7.044,4
7.0464,4
7.0488,4
7.0512,4
7.0536,4
7.056,4
7.0584,4
7.0608,4
7.0632,4
7.0656,4
7.068,4
7.0704,4
7.0728,4
7.0752,4
7.0776,4
7.08,4
7.0824,4
7.0848,4
7.0872,4
7.0896,4
7.092,4
7.0944,4
7.0968,4
7.0992,4
7.1016,4
7.104,4
7.1064,4
7.1088,4
7.1112,4
7.1136,4
7.116,4
7.1184,4
7.1208,4
7.1232,4
7.1256,4
7.128,4
7.1304,4
7.1328,4
7.1352,4
7.1376,4
7.14,4
7.1424,4
7.1448,4
7.1472,4
7.1496,4
7.152,4
7.1544,4
7.1568,4
7.1592,4
7.1616,4
7.164,4
7.1664,4
7.1688,4
7.1712,4
7.1736,4
7.176,4
7.1784,4
7.1808,4
7.1832,4
7.1856,4
7.188,4
7.1904,4
7.1928,4
7.1952,4
7.1976,4
7.2,4
7.2024,4
7.2048,4
7.2072,4
7.2096,4
7.212,4
7.2144,4
7.2168,4
7.2192,4
7.2216,4
7.224,4
7.2264,4
7.2288,4
7.2312,4
7.2336,4
7.236,4
7.2384,4
7.2408,4
7.2432,4
7.2456,4
7.248,4
7.2504,4
7.2528,4
7.2552,4
7.2576,4
7.26,4
7.2624,4
7.2648,4
7.2672,4
7.2696,4
7.272,4
7.2744,4
7.2768,4
7.2792,4
7.2816,4
7.284,4
7.2864,4
7.2888,4
7.2912,4
7.2936,4
7.296,4
7.2984,4
7.3008,4
7.3032,4
7.3056,4
7.308,4
7.3104,4
7.3128,4
7.3152,4
7.3176,4
7.32,4
7.3224,4
7.3248,4
7.3272,4
7.3296,4
7.332,4
7.3344,4
7.3368,4
7.3392,4
7.3416,4
7.344,4
7.3464,4
7.3488,4
7.3512,4
7.3536,4
7.356,4
7.3584,4
7.3608,4
7.3632,4
7.3656,4
7.368,4
7.3704,4
7.3728,4
7.3752,4
7.3776,4
7.38,4
7.3824,4
7.3848,4
7.3872,4
7.3896,4
7.392,4
7.3944,4
7.3968,4
7.3992,4
7.4016,4
7.404,4
7.4064,4
7.4088,4
7.4112,4
7.4136,4
7.416,4
7.4184,4
7.4208,4
7.4232,4
7.4256,4
7.428,4
7.4304,4
7.4328,4
7.4352,4
7.4376,4
7.44,4
7.4424,4
7.4448,4
7.4472,4
7.4496,4
7.452,4
7.4544,4
7.4568,4
7.4592,4
7.4616,4
7.464,4
7.4664,4
7.4688,4
7.4712,4
7.4736,4
7.476,4
7.4784,4
7.4808,4
7.4832,4
7.4856,4
7.488,4
7.4904,4
7.4928,4
7.4952,4
7.4976,4
7.5,4
7.5024,4
7.5048,4
7.5072,4
7.5096,4
7.512,4
7.5144,4
7.5168,4
7.5192,4
7.5216,4
7.524,4
7.5264,4
7.5288,4
7.5312,4
7.5336,4
7.536,4
7.5384,4
7.5408,4
7.5432,4
7.5456,4
7.548,4
7.5504,4
7.5528,4
7.5552,4
7.5576,4
7.56,4
7.5624,4
7.5648,4
7.5672,4
7.5696,4
7.572,4
7.5744,4
7.5768,4
7.5792,4
7.5816,4
7.584,4
7.5864,4
7.5888,4
7.5912,4
7.5936,4
7.596,4
7.5984,4
7.6008,4
7.6032,4
7.6056,4
7.608,4
7.6104,4
7.6128,4
7.6152,4
7.6176,4
7.62,4
7.6224,4
7.6248,4
7.6272,4
7.6296,4
7.632,4
7.6344,4
7.6368,4
7.6392,4
7.6416,4
7.644,4
7.6464,4
7.6488,4
7.6512,4
7.6536,4
7.656,4
7.6584,4
7.6608,4
7.6632,4
7.6656,4
7.668,4
7.6704,4
7.6728,4
7.6752,4
7.6776,4
7.68,4
7.6824,4
7.6848,4
7.6872,4
7.6896,4
7.692,4
7.6944,4
7.6968,4
7.6992,4
7.7016,4
7.704,4
7.7064,4
7.7088,4
7.7112,4
7.7136,4
7.716,4
7.7184,4
7.7208,4
7.7232,4
7.7256,4
7.728,4
7.7304,4
7.7328,4
7.7352,4
7.7376,4
7.74,4
7.7424,4
7.7448,4
7.7472,4
7.7496,4
7.752,4
7.7544,4
7.7568,4
7.7592,4
7.7616,4
7.764,4
7.7664,4
7.7688,4
7.7712,4
7.7736,4
7.776,4
7.7784,4
7.7808,4
7.7832,4
7.7856,4
7.788,4
7.7904,4
7.7928,4
7.7952,4
7.7976,4
7.8,4
7.8024,4
7.8048,4
7.8072,4
7.8096,4
7.812,4
7.8144,4
7.8168,4
7.8192,4
7.8216,4
7.824,4
7.8264,4
7.8288,4
7.8312,4
7.8336,4
7.836,4
7.8384,4
7.8408,4
7.8432,4
7.8456,4
7.848,4
7.8504,4
7.8528,4
7.8552,4
7.8576,4
7.86,4
7.8624,4
7.8648,4
7.8672,4
7.8696,4
7.872,4
7.8744,4
7.8768,4
7.8792,4
7.8816,4
7.884,4
7.8864,4
7.8888,4
7.8912,4
7.8936,4
7.896,4
7.8984,4
7.9008,4
7.9032,4
7.9056,4
7.908,4
7.9104,4
7.9128,4
7.9152,4
7.9176,4
7.92,4
7.9224,4
7.9248,4
7.9272,4
7.9296,4
7.932,4
7.9344,4
7.9368,4
7.9392,4
7.9416,4
7.944,4
7.9464,4
7.9488,4
7.9512,4
7.9536,4
7.956,4
7.9584,4
7.9608,4
7.9632,4
7.9656,4
7.968,4
7.9704,4
7.9728,4
7.9752,4
7.9776,4
7.98,4
7.9824,4
7.9848,4
7.9872,4
7.9896,4
7.992,4
7.9944,4
7.9968,4
7.9992,4
8.0016,4
8.004,4
8.0064,4
8.0088,4
8.0112,4
8.0136,4
8.016,4
8.0184,4
8.0208,4
8.0232,4
8.0256,4
8.028,4
8.0304,4
8.0328,4
8.0352,4
8.0376,4
8.04,4
8.0424,4
8.0448,4
8.0472,4
8.0496,4
8.052,4
8.0544,4
8.0568,4
8.0592,4
8.0616,4
8.064,4
8.0664,4
8.0688,4
8.0712,4
8.0736,4
8.076,4
8.0784,4
8.0808,4
8.0832,4
8.0856,4
8.088,4
8.0904,4
8.0928,4
8.0952,4
8.0976,4
8.1,4
8.1024,4
8.1048,4
8.1072,4
8.1096,4
8.112,4
8.1144,4
8.1168,4
8.1192,4
8.1216,4
8.124,4
8.1264,4
8.1288,4
8.1312,4
8.1336,4
8.136,4
8.1384,4
8.1408,4
8.1432,4
8.1456,4
8.148,4
8.1504,4
8.1528,4
8.1552,4
8.1576,4
8.16,4
8.1624,4
8.1648,4
8.1672,4
8.1696,4
8.172,4
8.1744,4
8.1768,4
8.1792,4
8.1816,4
8.184,4
8.1864,4
8.1888,4
8.1912,4
8.1936,4
8.196,4
8.1984,4
8.2008,4
8.2032,4
8.2056,4
8.208,4
8.2104,4
8.2128,4
8.2152,4
8.2176,4
8.22,4
8.2224,4
8.2248,4
8.2272,4
8.2296,4
8.232,4
8.2344,4
8.2368,4
8.2392,4
8.2416,4
8.244,4
8.2464,4
8.2488,4
8.2512,4
8.2536,4
8.256,4
8.2584,4
8.2608,4
8.2632,4
8.2656,4
8.268,4
8.2704,4
8.2728,4
8.2752,4
8.2776,4
8.28,4
8.2824,4
8.2848,4
8.2872,4
8.2896,4
8.292,4
8.2944,4
8.2968,4
8.2992,4
8.3016,4
8.304,4
8.3064,4
8.3088,4
8.3112,4
8.3136,4
8.316,4
8.3184,4
8.3208,4
8.3232,4
8.3256,4
8.328,4
8.3304,4
8.3328,4
8.3352,4
8.3376,4
8.34,4
8.3424,4
8.3448,4
8.3472,4
8.3496,4
8.352,4
8.3544,4
8.3568,4
8.3592,4
8.3616,4
8.364,4
8.3664,4
8.3688,4
8.3712,4
8.3736,4
8.376,4
8.3784,4
8.3808,4
8.3832,4
8.3856,4
8.388,4
8.3904,4
8.3928,4
8.3952,4
8.3976,4
8.4,4
8.4024,4
8.4048,4
8.4072,4
8.4096,4
8.412,4
8.4144,4
8.4168,4
8.4192,4
8.4216,4
8.424,4
8.4264,4
8.4288,4
8.4312,4
8.4336,4
8.436,4
8.4384,4
8.4408,4
8.4432,4
8.4456,4
8.448,4
8.4504,4
8.4528,4
8.4552,4
8.4576,4
8.46,4
8.4624,4
8.4648,4
8.4672,4
8.4696,4
8.472,4
8.4744,4
8.4768,4
8.4792,4
8.4816,4
8.484,4
8.4864,4
8.4888,4
8.4912,4
8.4936,4
8.496,4
8.4984,4
8.5008,4
8.5032,4
8.5056,4
8.508,4
8.5104,4
8.5128,4
8.5152,4
8.5176,4
8.52,4
8.5224,4
8.5248,4
8.5272,4
8.5296,4
8.532,4
8.5344,4
8.5368,4
8.5392,4
8.5416,4
8.544,4
8.5464,4
8.5488,4
8.5512,4
8.5536,4
8.556,4
8.5584,4
8.5608,4
8.5632,4
8.5656,4
8.568,4
8.5704,4
8.5728,4
8.5752,4
8.5776,4
8.58,4
8.5824,4
8.5848,4
8.5872,4
8.5896,4
8.592,4
8.5944,4
8.5968,4
8.5992,4
8.6016,4
8.604,4
8.6064,4
8.6088,4
8.6112,4
8.6136,4
8.616,4
8.6184,4
8.6208,4
8.6232,4
8.6256,4
8.628,4
8.6304,4
8.6328,4
8.6352,4
8.6376,4
8.64,4
8.6424,4
8.6448,4
8.6472,4
8.6496,4
8.652,4
8.6544,4
8.6568,4
8.6592,4
8.6616,4
8.664,4
8.6664,4
8.6688,4
8.6712,4
8.6736,4
8.676,4
8.6784,4
8.6808,4
8.6832,4
8.6856,4
8.688,4
8.6904,4
8.6928,4
8.6952,4
8.6976,4
8.7,4
8.7024,4
8.7048,4
8.7072,4
8.7096,4
8.712,4
8.7144,4
8.7168,4
8.7192,4
8.7216,4
8.724,4
8.7264,4
8.7288,4
8.7312,4
8.7336,4
8.736,4
8.7384,4
8.7408,4
8.7432,4
8.7456,4
8.748,4
8.7504,4
8.7528,4
8.7552,4
8.7576,4
8.76,4
8.7624,4
8.7648,4
8.7672,4
8.7696,4
8.772,4
8.7744,4
8.7768,4
8.7792,4
8.7816,4
8.784,4
8.7864,4
8.7888,4
8.7912,4
8.7936,4
8.796,4
8.7984,4
8.8008,4
8.8032,4
8.8056,4
8.808,4
8.8104,4
8.8128,4
8.8152,4
8.8176,4
8.82,4
8.8224,4
8.8248,4
8.8272,4
8.8296,4
8.832,4
8.8344,4
8.8368,4
8.8392,4
8.8416,4
8.844,4
8.8464,4
8.8488,4
8.8512,4
8.8536,4
8.856,4
8.8584,4
8.8608,4
8.8632,4
8.8656,4
8.868,4
8.8704,4
8.8728,4
8.8752,4
8.8776,4
8.88,4
8.8824,4
8.8848,4
8.8872,4
8.8896,4
8.892,4
8.8944,4
8.8968,4
8.8992,4
8.9016,4
8.904,4
8.9064,4
8.9088,4
8.9112,4
8.9136,4
8.916,4
8.9184,4
8.9208,4
8.9232,4
8.9256,4
8.928,4
8.9304,4
8.9328,4
8.9352,4
8.9376,4
8.94,4
8.9424,4
8.9448,4
8.9472,4
8.9496,4
8.952,4
8.9544,4
8.9568,4
8.9592,4
8.9616,4
8.964,4
8.9664,4
8.9688,4
8.9712,4
8.9736,4
8.976,4
8.9784,4
8.9808,4
8.9832,4
8.9856,4
8.988,4
8.9904,4
8.9928,4
8.9952,4
8.9976,4
9,4
9,2
9.0024,2
9.0048,2
9.0072,2
9.0096,2
9.012,2
9.0144,2
9.0168,2
9.0192,2
9.0216,2
9.024,2
9.0264,2
9.0288,2
9.0312,2
9.0336,2
9.036,2
9.0384,2
9.0408,2
9.0432,2
9.0456,2
9.048,2
9.0504,2
9.0528,2
9.0552,2
9.0576,2
9.06,2
9.0624,2
9.0648,2
9.0672,2
9.0696,2
9.072,2
9.0744,2
9.0768,2
9.0792,2
9.0816,2
9.084,2
9.0864,2
9.0888,2
9.0912,2
9.0936,2
9.096,2
9.0984,2
9.1008,2
9.1032,2
9.1056,2
9.108,2
9.1104,2
9.1128,2
9.1152,2
9.1176,2
9.12,2
9.1224,2
9.1248,2
9.1272,2
9.1296,2
9.132,2
9.1344,2
9.1368,2
9.1392,2
9.1416,2
9.144,2
9.1464,2
9.1488,2
9.1512,2
9.1536,2
9.156,2
9.1584,2
9.1608,2
9.1632,2
9.1656,2
9.168,2
9.1704,2
9.1728,2
9.1752,2
9.1776,2
9.18,2
9.1824,2
9.1848,2
9.1872,2
9.1896,2
9.192,2
9.1944,2
9.1968,2
9.1992,2
9.2016,2
9.204,2
9.2064,2
9.2088,2
9.2112,2
9.2136,2
9.216,2
9.2184,2
9.2208,2
9.2232,2
9.2256,2
9.228,2
9.2304,2
9.2328,2
9.2352,2
9.2376,2
9.24,2
9.2424,2
9.2448,2
9.2472,2
9.2496,2
9.252,2
9.2544,2
9.2568,2
9.2592,2
9.2616,2
9.264,2
9.2664,2
9.2688,2
9.2712,2
9.2736,2
9.276,2
9.2784,2
9.2808,2
9.2832,2
9.2856,2
9.288,2
9.2904,2
9.2928,2
9.2952,2
9.2976,2
9.3,2
9.3024,2
9.3048,2
9.3072,2
9.3096,2
9.312,2
9.3144,2
9.3168,2
9.3192,2
9.3216,2
9.324,2
9.3264,2
9.3288,2
9.3312,2
9.3336,2
9.336,2
9.3384,2
9.3408,2
9.3432,2
9.3456,2
9.348,2
9.3504,2
9.3528,2
9.3552,2
9.3576,2
9.36,2
9.3624,2
9.3648,2
9.3672,2
9.3696,2
9.372,2
9.3744,2
9.3768,2
9.3792,2
9.3816,2
9.384,2
9.3864,2
9.3888,2
9.3912,2
9.3936,2
9.396,2
9.3984,2
9.4008,2
9.4032,2
9.4056,2
9.408,2
9.4104,2
9.4128,2
9.4152,2
9.4176,2
9.42,2
9.4224,2
9.4248,2
9.4272,2
9.4296,2
9.432,2
9.4344,2
9.4368,2
9.4392,2
9.4416,2
9.444,2
9.4464,2
9.4488,2
9.4512,2
9.4536,2
9.456,2
9.4584,2
9.4608,2
9.4632,2
9.4656,2
9.468,2
9.4704,2
9.4728,2
9.4752,2
9.4776,2
9.48,2
9.4824,2
9.4848,2
9.4872,2
9.4896,2
9.492,2
9.4944,2
9.4968,2
9.4992,2
9.5016,2
9.504,2
9.5064,2
9.5088,2
9.5112,2
9.5136,2
9.516,2
9.5184,2
9.5208,2
9.5232,2
9.5256,2
9.528,2
9.5304,2
9.5328,2
9.5352,2
9.5376,2
9.54,2
9.5424,2
9.5448,2
9.5472,2
9.5496,2
9.552,2
9.5544,2
9.5568,2
9.5592,2
9.5616,2
9.564,2
9.5664,2
9.5688,2
9.5712,2
9.5736,2
9.576,2
9.5784,2
9.5808,2
9.5832,2
9.5856,2
9.588,2
9.5904,2
9.5928,2
9.5952,2
9.5976,2
9.6,2
9.6024,2
9.6048,2
9.6072,2
9.6096,2
9.612,2
9.6144,2
9.6168,2
9.6192,2
9.6216,2
9.624,2
9.6264,2
9.6288,2
9.6312,2
9.6336,2
9.636,2
9.6384,2
9.6408,2
9.6432,2
9.6456,2
9.648,2
9.6504,2
9.6528,2
9.6552,2
9.6576,2
9.66,2
9.6624,2
9.6648,2
9.6672,2
9.6696,2
9.672,2
9.6744,2
9.6768,2
9.6792,2
9.6816,2
9.684,2
9.6864,2
9.6888,2
9.6912,2
9.6936,2
9.696,2
9.6984,2
9.7008,2
9.7032,2
9.7056,2
9.708,2
9.7104,2
9.7128,2
9.7152,2
9.7176,2
9.72,2
9.7224,2
9.7248,2
9.7272,2
9.7296,2
9.732,2
9.7344,2
9.7368,2
9.7392,2
9.7416,2
9.744,2
9.7464,2
9.7488,2
9.7512,2
9.7536,2
9.756,2
9.7584,2
9.7608,2
9.7632,2
9.7656,2
9.768,2
9.7704,2
9.7728,2
9.7752,2
9.7776,2
9.78,2
9.7824,2
9.7848,2
9.7872,2
9.7896,2
9.792,2
9.7944,2
9.7968,2
9.7992,2
9.8016,2
9.804,2
9.8064,2
9.8088,2
9.8112,2
9.8136,2
9.816,2
9.8184,2
9.8208,2
9.8232,2
9.8256,2
9.828,2
9.8304,2
9.8328,2
9.8352,2
9.8376,2
9.84,2
9.8424,2
9.8448,2
9.8472,2
9.8496,2
9.852,2
9.8544,2
9.8568,2
