"time","compositeStep.transition3.enableFire","compositeStep.transition4.enableFire","compositeStep.transition4a.enableFire","compositeStep.transition5.enableFire","compositeStep.transition6.enableFire","compositeStep.transition6a.enableFire","transition1.enableFire","transition2.enableFire","transition7.enableFire"
1.869,1,1,1,0,0,0,0,0,0
1.872,1,1,1,0,0,0,0,0,0
1.875,1,1,1,0,0,0,0,0,0
1.878,1,1,1,0,0,0,0,0,0
1.881,1,1,1,0,0,0,0,0,0
1.884,1,1,1,0,0,0,0,0,0
1.887,1,1,1,0,0,0,0,0,0
1.89,1,1,1,0,0,0,0,0,0
1.893,1,1,1,0,0,0,0,0,0
1.896,1,1,1,0,0,0,0,0,0
1.899,1,1,1,0,0,0,0,0,0
1.902,1,1,1,0,0,0,0,0,0
1.905,1,1,1,0,0,0,0,0,0
1.908,1,1,1,0,0,0,0,0,0
1.911,1,1,1,0,0,0,0,0,0
1.914,1,1,1,0,0,0,0,0,0
1.917,1,1,1,0,0,0,0,0,0
1.92,1,1,1,0,0,0,0,0,0
1.923,1,1,1,0,0,0,0,0,0
1.926,1,1,1,0,0,0,0,0,0
1.929,1,1,1,0,0,0,0,0,0
1.932,1,1,1,0,0,0,0,0,0
1.935,1,1,1,0,0,0,0,0,0
1.938,1,1,1,0,0,0,0,0,0
1.941,1,1,1,0,0,0,0,0,0
1.944,1,1,1,0,0,0,0,0,0
1.947,1,1,1,0,0,0,0,0,0
1.95,1,1,1,0,0,0,0,0,0
1.953,1,1,1,0,0,0,0,0,0
1.956,1,1,1,0,0,0,0,0,0
1.959,1,1,1,0,0,0,0,0,0
1.962,1,1,1,0,0,0,0,0,0
1.965,1,1,1,0,0,0,0,0,0
1.968,1,1,1,0,0,0,0,0,0
1.971,1,1,1,0,0,0,0,0,0
1.974,1,1,1,0,0,0,0,0,0
1.977,1,1,1,0,0,0,0,0,0
1.98,1,1,1,0,0,0,0,0,0
1.983,1,1,1,0,0,0,0,0,0
1.986,1,1,1,0,0,0,0,0,0
1.989,1,1,1,0,0,0,0,0,0
1.992,1,1,1,0,0,0,0,0,0
1.995,1,1,1,0,0,0,0,0,0
1.998,1,1,1,0,0,0,0,0,0
2,1,1,1,0,0,0,0,0,0
2,0,0,0,1,0,0,0,0,0
2.001,0,0,0,1,0,0,0,0,0
2.004,0,0,0,1,0,0,0,0,0
2.007,0,0,0,1,0,0,0,0,0
2.01,0,0,0,1,0,0,0,0,0
2.013,0,0,0,1,0,0,0,0,0
2.016,0,0,0,1,0,0,0,0,0
2.019,0,0,0,1,0,0,0,0,0
2.022,0,0,0,1,0,0,0,0,0
2.025,0,0,0,1,0,0,0,0,0
2.028,0,0,0,1,0,0,0,0,0
2.031,0,0,0,1,0,0,0,0,0
2.034,0,0,0,1,0,0,0,0,0
2.037,0,0,0,1,0,0,0,0,0
2.04,0,0,0,1,0,0,0,0,0
2.043,0,0,0,1,0,0,0,0,0
2.046,0,0,0,1,0,0,0,0,0
2.049,0,0,0,1,0,0,0,0,0
2.052,0,0,0,1,0,0,0,0,0
2.055,0,0,0,1,0,0,0,0,0
2.058,0,0,0,1,0,0,0,0,0
2.061,0,0,0,1,0,0,0,0,0
2.064,0,0,0,1,0,0,0,0,0
2.067,0,0,0,1,0,0,0,0,0
2.07,0,0,0,1,0,0,0,0,0
2.073,0,0,0,1,0,0,0,0,0
2.076,0,0,0,1,0,0,0,0,0
2.079,0,0,0,1,0,0,0,0,0
2.082,0,0,0,1,0,0,0,0,0
2.085,0,0,0,1,0,0,0,0,0
2.088,0,0,0,1,0,0,0,0,0
2.091,0,0,0,1,0,0,0,0,0
2.094,0,0,0,1,0,0,0,0,0
2.097,0,0,0,1,0,0,0,0,0
2.1,0,0,0,1,0,0,0,0,0
2.103,0,0,0,1,0,0,0,0,0
2.106,0,0,0,1,0,0,0,0,0
2.109,0,0,0,1,0,0,0,0,0
2.112,0,0,0,1,0,0,0,0,0
2.115,0,0,0,1,0,0,0,0,0
2.118,0,0,0,1,0,0,0,0,0
2.121,0,0,0,1,0,0,0,0,0
2.124,0,0,0,1,0,0,0,0,0
2.127,0,0,0,1,0,0,0,0,0
2.13,0,0,0,1,0,0,0,0,0
2.133,0,0,0,1,0,0,0,0,0
2.136,0,0,0,1,0,0,0,0,0
2.139,0,0,0,1,0,0,0,0,0
2.142,0,0,0,1,0,0,0,0,0
2.145,0,0,0,1,0,0,0,0,0
2.148,0,0,0,1,0,0,0,0,0
2.151,0,0,0,1,0,0,0,0,0
2.154,0,0,0,1,0,0,0,0,0
2.157,0,0,0,1,0,0,0,0,0
2.16,0,0,0,1,0,0,0,0,0
2.163,0,0,0,1,0,0,0,0,0
2.166,0,0,0,1,0,0,0,0,0
2.169,0,0,0,1,0,0,0,0,0
2.172,0,0,0,1,0,0,0,0,0
2.175,0,0,0,1,0,0,0,0,0
2.178,0,0,0,1,0,0,0,0,0
2.181,0,0,0,1,0,0,0,0,0
2.184,0,0,0,1,0,0,0,0,0
2.187,0,0,0,1,0,0,0,0,0
2.19,0,0,0,1,0,0,0,0,0
2.193,0,0,0,1,0,0,0,0,0
2.196,0,0,0,1,0,0,0,0,0
2.199,0,0,0,1,0,0,0,0,0
2.202,0,0,0,1,0,0,0,0,0
2.205,0,0,0,1,0,0,0,0,0
2.208,0,0,0,1,0,0,0,0,0
2.211,0,0,0,1,0,0,0,0,0
2.214,0,0,0,1,0,0,0,0,0
2.217,0,0,0,1,0,0,0,0,0
2.22,0,0,0,1,0,0,0,0,0
2.223,0,0,0,1,0,0,0,0,0
2.226,0,0,0,1,0,0,0,0,0
2.229,0,0,0,1,0,0,0,0,0
2.232,0,0,0,1,0,0,0,0,0
2.235,0,0,0,1,0,0,0,0,0
2.238,0,0,0,1,0,0,0,0,0
2.241,0,0,0,1,0,0,0,0,0
2.244,0,0,0,1,0,0,0,0,0
2.247,0,0,0,1,0,0,0,0,0
2.25,0,0,0,1,0,0,0,0,0
2.253,0,0,0,1,0,0,0,0,0
2.256,0,0,0,1,0,0,0,0,0
2.259,0,0,0,1,0,0,0,0,0
2.262,0,0,0,1,0,0,0,0,0
2.265,0,0,0,1,0,0,0,0,0
2.268,0,0,0,1,0,0,0,0,0
2.271,0,0,0,1,0,0,0,0,0
2.274,0,0,0,1,0,0,0,0,0
2.277,0,0,0,1,0,0,0,0,0
2.28,0,0,0,1,0,0,0,0,0
2.283,0,0,0,1,0,0,0,0,0
2.286,0,0,0,1,0,0,0,0,0
2.289,0,0,0,1,0,0,0,0,0
2.292,0,0,0,1,0,0,0,0,0
2.295,0,0,0,1,0,0,0,0,0
2.298,0,0,0,1,0,0,0,0,0
2.301,0,0,0,1,0,0,0,0,0
2.304,0,0,0,1,0,0,0,0,0
2.307,0,0,0,1,0,0,0,0,0
2.31,0,0,0,1,0,0,0,0,0
2.313,0,0,0,1,0,0,0,0,0
2.316,0,0,0,1,0,0,0,0,0
2.319,0,0,0,1,0,0,0,0,0
2.322,0,0,0,1,0,0,0,0,0
2.325,0,0,0,1,0,0,0,0,0
2.328,0,0,0,1,0,0,0,0,0
2.331,0,0,0,1,0,0,0,0,0
2.334,0,0,0,1,0,0,0,0,0
2.337,0,0,0,1,0,0,0,0,0
2.34,0,0,0,1,0,0,0,0,0
2.343,0,0,0,1,0,0,0,0,0
2.346,0,0,0,1,0,0,0,0,0
2.349,0,0,0,1,0,0,0,0,0
2.352,0,0,0,1,0,0,0,0,0
2.355,0,0,0,1,0,0,0,0,0
2.358,0,0,0,1,0,0,0,0,0
2.361,0,0,0,1,0,0,0,0,0
2.364,0,0,0,1,0,0,0,0,0
2.367,0,0,0,1,0,0,0,0,0
2.37,0,0,0,1,0,0,0,0,0
2.373,0,0,0,1,0,0,0,0,0
2.376,0,0,0,1,0,0,0,0,0
2.379,0,0,0,1,0,0,0,0,0
2.382,0,0,0,1,0,0,0,0,0
2.385,0,0,0,1,0,0,0,0,0
2.388,0,0,0,1,0,0,0,0,0
2.391,0,0,0,1,0,0,0,0,0
2.394,0,0,0,1,0,0,0,0,0
2.397,0,0,0,1,0,0,0,0,0
2.4,0,0,0,1,0,0,0,0,0
2.403,0,0,0,1,0,0,0,0,0
2.406,0,0,0,1,0,0,0,0,0
2.409,0,0,0,1,0,0,0,0,0
2.412,0,0,0,1,0,0,0,0,0
2.415,0,0,0,1,0,0,0,0,0
2.418,0,0,0,1,0,0,0,0,0
2.421,0,0,0,1,0,0,0,0,0
2.424,0,0,0,1,0,0,0,0,0
2.427,0,0,0,1,0,0,0,0,0
2.43,0,0,0,1,0,0,0,0,0
2.433,0,0,0,1,0,0,0,0,0
2.436,0,0,0,1,0,0,0,0,0
2.439,0,0,0,1,0,0,0,0,0
2.442,0,0,0,1,0,0,0,0,0
2.445,0,0,0,1,0,0,0,0,0
2.448,0,0,0,1,0,0,0,0,0
2.451,0,0,0,1,0,0,0,0,0
2.454,0,0,0,1,0,0,0,0,0
2.457,0,0,0,1,0,0,0,0,0
2.46,0,0,0,1,0,0,0,0,0
2.463,0,0,0,1,0,0,0,0,0
2.466,0,0,0,1,0,0,0,0,0
2.469,0,0,0,1,0,0,0,0,0
2.472,0,0,0,1,0,0,0,0,0
2.475,0,0,0,1,0,0,0,0,0
2.478,0,0,0,1,0,0,0,0,0
2.481,0,0,0,1,0,0,0,0,0
2.484,0,0,0,1,0,0,0,0,0
2.487,0,0,0,1,0,0,0,0,0
2.49,0,0,0,1,0,0,0,0,0
2.493,0,0,0,1,0,0,0,0,0
2.496,0,0,0,1,0,0,0,0,0
2.499,0,0,0,1,0,0,0,0,0
2.502,0,0,0,1,0,0,0,0,0
2.505,0,0,0,1,0,0,0,0,0
2.508,0,0,0,1,0,0,0,0,0
2.511,0,0,0,1,0,0,0,0,0
2.514,0,0,0,1,0,0,0,0,0
2.517,0,0,0,1,0,0,0,0,0
2.52,0,0,0,1,0,0,0,0,0
2.523,0,0,0,1,0,0,0,0,0
2.526,0,0,0,1,0,0,0,0,0
2.529,0,0,0,1,0,0,0,0,0
2.532,0,0,0,1,0,0,0,0,0
2.535,0,0,0,1,0,0,0,0,0
2.538,0,0,0,1,0,0,0,0,0
2.541,0,0,0,1,0,0,0,0,0
2.544,0,0,0,1,0,0,0,0,0
2.547,0,0,0,1,0,0,0,0,0
2.55,0,0,0,1,0,0,0,0,0
2.553,0,0,0,1,0,0,0,0,0
2.556,0,0,0,1,0,0,0,0,0
2.559,0,0,0,1,0,0,0,0,0
2.562,0,0,0,1,0,0,0,0,0
2.565,0,0,0,1,0,0,0,0,0
2.568,0,0,0,1,0,0,0,0,0
2.571,0,0,0,1,0,0,0,0,0
2.574,0,0,0,1,0,0,0,0,0
2.577,0,0,0,1,0,0,0,0,0
2.58,0,0,0,1,0,0,0,0,0
2.583,0,0,0,1,0,0,0,0,0
2.586,0,0,0,1,0,0,0,0,0
2.589,0,0,0,1,0,0,0,0,0
2.592,0,0,0,1,0,0,0,0,0
2.595,0,0,0,1,0,0,0,0,0
2.598,0,0,0,1,0,0,0,0,0
2.601,0,0,0,1,0,0,0,0,0
2.604,0,0,0,1,0,0,0,0,0
2.607,0,0,0,1,0,0,0,0,0
2.61,0,0,0,1,0,0,0,0,0
2.613,0,0,0,1,0,0,0,0,0
2.616,0,0,0,1,0,0,0,0,0
2.619,0,0,0,1,0,0,0,0,0
2.622,0,0,0,1,0,0,0,0,0
2.625,0,0,0,1,0,0,0,0,0
2.628,0,0,0,1,0,0,0,0,0
2.631,0,0,0,1,0,0,0,0,0
2.634,0,0,0,1,0,0,0,0,0
2.637,0,0,0,1,0,0,0,0,0
2.64,0,0,0,1,0,0,0,0,0
2.643,0,0,0,1,0,0,0,0,0
2.646,0,0,0,1,0,0,0,0,0
2.649,0,0,0,1,0,0,0,0,0
2.652,0,0,0,1,0,0,0,0,0
2.655,0,0,0,1,0,0,0,0,0
2.658,0,0,0,1,0,0,0,0,0
2.661,0,0,0,1,0,0,0,0,0
2.664,0,0,0,1,0,0,0,0,0
2.667,0,0,0,1,0,0,0,0,0
2.67,0,0,0,1,0,0,0,0,0
2.673,0,0,0,1,0,0,0,0,0
2.676,0,0,0,1,0,0,0,0,0
2.679,0,0,0,1,0,0,0,0,0
2.682,0,0,0,1,0,0,0,0,0
2.685,0,0,0,1,0,0,0,0,0
2.688,0,0,0,1,0,0,0,0,0
2.691,0,0,0,1,0,0,0,0,0
2.694,0,0,0,1,0,0,0,0,0
2.697,0,0,0,1,0,0,0,0,0
2.7,0,0,0,1,0,0,0,0,0
2.703,0,0,0,1,0,0,0,0,0
2.706,0,0,0,1,0,0,0,0,0
2.709,0,0,0,1,0,0,0,0,0
2.712,0,0,0,1,0,0,0,0,0
2.715,0,0,0,1,0,0,0,0,0
2.718,0,0,0,1,0,0,0,0,0
2.721,0,0,0,1,0,0,0,0,0
2.724,0,0,0,1,0,0,0,0,0
2.727,0,0,0,1,0,0,0,0,0
2.73,0,0,0,1,0,0,0,0,0
2.733,0,0,0,1,0,0,0,0,0
2.736,0,0,0,1,0,0,0,0,0
2.739,0,0,0,1,0,0,0,0,0
2.742,0,0,0,1,0,0,0,0,0
2.745,0,0,0,1,0,0,0,0,0
2.748,0,0,0,1,0,0,0,0,0
2.751,0,0,0,1,0,0,0,0,0
2.754,0,0,0,1,0,0,0,0,0
2.757,0,0,0,1,0,0,0,0,0
2.76,0,0,0,1,0,0,0,0,0
2.763,0,0,0,1,0,0,0,0,0
2.766,0,0,0,1,0,0,0,0,0
2.769,0,0,0,1,0,0,0,0,0
2.772,0,0,0,1,0,0,0,0,0
2.775,0,0,0,1,0,0,0,0,0
2.778,0,0,0,1,0,0,0,0,0
2.781,0,0,0,1,0,0,0,0,0
2.784,0,0,0,1,0,0,0,0,0
2.787,0,0,0,1,0,0,0,0,0
2.79,0,0,0,1,0,0,0,0,0
2.793,0,0,0,1,0,0,0,0,0
2.796,0,0,0,1,0,0,0,0,0
2.799,0,0,0,1,0,0,0,0,0
2.802,0,0,0,1,0,0,0,0,0
2.805,0,0,0,1,0,0,0,0,0
2.808,0,0,0,1,0,0,0,0,0
2.811,0,0,0,1,0,0,0,0,0
2.814,0,0,0,1,0,0,0,0,0
2.817,0,0,0,1,0,0,0,0,0
2.82,0,0,0,1,0,0,0,0,0
2.823,0,0,0,1,0,0,0,0,0
2.826,0,0,0,1,0,0,0,0,0
2.829,0,0,0,1,0,0,0,0,0
2.832,0,0,0,1,0,0,0,0,0
2.835,0,0,0,1,0,0,0,0,0
2.838,0,0,0,1,0,0,0,0,0
2.841,0,0,0,1,0,0,0,0,0
2.844,0,0,0,1,0,0,0,0,0
2.847,0,0,0,1,0,0,0,0,0
2.85,0,0,0,1,0,0,0,0,0
2.853,0,0,0,1,0,0,0,0,0
2.856,0,0,0,1,0,0,0,0,0
2.859,0,0,0,1,0,0,0,0,0
2.862,0,0,0,1,0,0,0,0,0
2.865,0,0,0,1,0,0,0,0,0
2.868,0,0,0,1,0,0,0,0,0
2.871,0,0,0,1,0,0,0,0,0
2.874,0,0,0,1,0,0,0,0,0
2.877,0,0,0,1,0,0,0,0,0
2.88,0,0,0,1,0,0,0,0,0
2.883,0,0,0,1,0,0,0,0,0
2.886,0,0,0,1,0,0,0,0,0
2.889,0,0,0,1,0,0,0,0,0
2.892,0,0,0,1,0,0,0,0,0
2.895,0,0,0,1,0,0,0,0,0
2.898,0,0,0,1,0,0,0,0,0
2.901,0,0,0,1,0,0,0,0,0
2.904,0,0,0,1,0,0,0,0,0
2.907,0,0,0,1,0,0,0,0,0
2.91,0,0,0,1,0,0,0,0,0
2.913,0,0,0,1,0,0,0,0,0
2.916,0,0,0,1,0,0,0,0,0
2.919,0,0,0,1,0,0,0,0,0
2.922,0,0,0,1,0,0,0,0,0
2.925,0,0,0,1,0,0,0,0,0
2.928,0,0,0,1,0,0,0,0,0
2.931,0,0,0,1,0,0,0,0,0
2.934,0,0,0,1,0,0,0,0,0
2.937,0,0,0,1,0,0,0,0,0
2.94,0,0,0,1,0,0,0,0,0
2.943,0,0,0,1,0,0,0,0,0
2.946,0,0,0,1,0,0,0,0,0
2.949,0,0,0,1,0,0,0,0,0
2.952,0,0,0,1,0,0,0,0,0
2.955,0,0,0,1,0,0,0,0,0
2.958,0,0,0,1,0,0,0,0,0
2.961,0,0,0,1,0,0,0,0,0
2.964,0,0,0,1,0,0,0,0,0
2.967,0,0,0,1,0,0,0,0,0
2.97,0,0,0,1,0,0,0,0,0
2.973,0,0,0,1,0,0,0,0,0
2.976,0,0,0,1,0,0,0,0,0
2.979,0,0,0,1,0,0,0,0,0
2.982,0,0,0,1,0,0,0,0,0
2.985,0,0,0,1,0,0,0,0,0
2.988,0,0,0,1,0,0,0,0,0
2.991,0,0,0,1,0,0,0,0,0
2.994,0,0,0,1,0,0,0,0,0
2.997,0,0,0,1,0,0,0,0,0
3,0,0,0,1,0,0,0,0,0
3.003,0,0,0,1,0,0,0,0,0
3.006,0,0,0,1,0,0,0,0,0
3.009,0,0,0,1,0,0,0,0,0
3.012,0,0,0,1,0,0,0,0,0
3.015,0,0,0,1,0,0,0,0,0
3.018,0,0,0,1,0,0,0,0,0
3.021,0,0,0,1,0,0,0,0,0
3.024,0,0,0,1,0,0,0,0,0
3.027,0,0,0,1,0,0,0,0,0
3.03,0,0,0,1,0,0,0,0,0
3.033,0,0,0,1,0,0,0,0,0
3.036,0,0,0,1,0,0,0,0,0
3.039,0,0,0,1,0,0,0,0,0
3.042,0,0,0,1,0,0,0,0,0
3.045,0,0,0,1,0,0,0,0,0
3.048,0,0,0,1,0,0,0,0,0
3.051,0,0,0,1,0,0,0,0,0
3.054,0,0,0,1,0,0,0,0,0
3.057,0,0,0,1,0,0,0,0,0
3.06,0,0,0,1,0,0,0,0,0
3.063,0,0,0,1,0,0,0,0,0
3.066,0,0,0,1,0,0,0,0,0
3.069,0,0,0,1,0,0,0,0,0
3.072,0,0,0,1,0,0,0,0,0
3.075,0,0,0,1,0,0,0,0,0
3.078,0,0,0,1,0,0,0,0,0
3.081,0,0,0,1,0,0,0,0,0
3.084,0,0,0,1,0,0,0,0,0
3.087,0,0,0,1,0,0,0,0,0
3.09,0,0,0,1,0,0,0,0,0
3.093,0,0,0,1,0,0,0,0,0
3.096,0,0,0,1,0,0,0,0,0
3.099,0,0,0,1,0,0,0,0,0
3.102,0,0,0,1,0,0,0,0,0
3.105,0,0,0,1,0,0,0,0,0
3.108,0,0,0,1,0,0,0,0,0
3.111,0,0,0,1,0,0,0,0,0
3.114,0,0,0,1,0,0,0,0,0
3.117,0,0,0,1,0,0,0,0,0
3.12,0,0,0,1,0,0,0,0,0
3.123,0,0,0,1,0,0,0,0,0
3.126,0,0,0,1,0,0,0,0,0
3.129,0,0,0,1,0,0,0,0,0
3.132,0,0,0,1,0,0,0,0,0
3.135,0,0,0,1,0,0,0,0,0
3.138,0,0,0,1,0,0,0,0,0
3.141,0,0,0,1,0,0,0,0,0
3.144,0,0,0,1,0,0,0,0,0
3.147,0,0,0,1,0,0,0,0,0
3.15,0,0,0,1,0,0,0,0,0
3.153,0,0,0,1,0,0,0,0,0
3.156,0,0,0,1,0,0,0,0,0
3.159,0,0,0,1,0,0,0,0,0
3.162,0,0,0,1,0,0,0,0,0
3.165,0,0,0,1,0,0,0,0,0
3.168,0,0,0,1,0,0,0,0,0
3.171,0,0,0,1,0,0,0,0,0
3.174,0,0,0,1,0,0,0,0,0
3.177,0,0,0,1,0,0,0,0,0
3.18,0,0,0,1,0,0,0,0,0
3.183,0,0,0,1,0,0,0,0,0
3.186,0,0,0,1,0,0,0,0,0
3.189,0,0,0,1,0,0,0,0,0
3.192,0,0,0,1,0,0,0,0,0
3.195,0,0,0,1,0,0,0,0,0
3.198,0,0,0,1,0,0,0,0,0
3.201,0,0,0,1,0,0,0,0,0
3.204,0,0,0,1,0,0,0,0,0
3.207,0,0,0,1,0,0,0,0,0
3.21,0,0,0,1,0,0,0,0,0
3.213,0,0,0,1,0,0,0,0,0
3.216,0,0,0,1,0,0,0,0,0
3.219,0,0,0,1,0,0,0,0,0
3.222,0,0,0,1,0,0,0,0,0
3.225,0,0,0,1,0,0,0,0,0
3.228,0,0,0,1,0,0,0,0,0
3.231,0,0,0,1,0,0,0,0,0
3.234,0,0,0,1,0,0,0,0,0
3.237,0,0,0,1,0,0,0,0,0
3.24,0,0,0,1,0,0,0,0,0
3.243,0,0,0,1,0,0,0,0,0
3.246,0,0,0,1,0,0,0,0,0
3.249,0,0,0,1,0,0,0,0,0
3.252,0,0,0,1,0,0,0,0,0
3.255,0,0,0,1,0,0,0,0,0
3.258,0,0,0,1,0,0,0,0,0
3.261,0,0,0,1,0,0,0,0,0
3.264,0,0,0,1,0,0,0,0,0
3.267,0,0,0,1,0,0,0,0,0
3.27,0,0,0,1,0,0,0,0,0
3.273,0,0,0,1,0,0,0,0,0
3.276,0,0,0,1,0,0,0,0,0
3.279,0,0,0,1,0,0,0,0,0
3.282,0,0,0,1,0,0,0,0,0
3.285,0,0,0,1,0,0,0,0,0
3.288,0,0,0,1,0,0,0,0,0
3.291,0,0,0,1,0,0,0,0,0
3.294,0,0,0,1,0,0,0,0,0
3.297,0,0,0,1,0,0,0,0,0
3.3,0,0,0,1,0,0,0,0,0
3.303,0,0,0,1,0,0,0,0,0
3.306,0,0,0,1,0,0,0,0,0
3.309,0,0,0,1,0,0,0,0,0
3.312,0,0,0,1,0,0,0,0,0
3.315,0,0,0,1,0,0,0,0,0
3.318,0,0,0,1,0,0,0,0,0
3.321,0,0,0,1,0,0,0,0,0
3.324,0,0,0,1,0,0,0,0,0
3.327,0,0,0,1,0,0,0,0,0
3.33,0,0,0,1,0,0,0,0,0
3.333,0,0,0,1,0,0,0,0,0
3.336,0,0,0,1,0,0,0,0,0
3.339,0,0,0,1,0,0,0,0,0
3.342,0,0,0,1,0,0,0,0,0
3.345,0,0,0,1,0,0,0,0,0
3.348,0,0,0,1,0,0,0,0,0
3.351,0,0,0,1,0,0,0,0,0
3.354,0,0,0,1,0,0,0,0,0
3.357,0,0,0,1,0,0,0,0,0
3.36,0,0,0,1,0,0,0,0,0
3.363,0,0,0,1,0,0,0,0,0
3.366,0,0,0,1,0,0,0,0,0
3.369,0,0,0,1,0,0,0,0,0
3.372,0,0,0,1,0,0,0,0,0
3.375,0,0,0,1,0,0,0,0,0
3.378,0,0,0,1,0,0,0,0,0
3.381,0,0,0,1,0,0,0,0,0
3.384,0,0,0,1,0,0,0,0,0
3.387,0,0,0,1,0,0,0,0,0
3.39,0,0,0,1,0,0,0,0,0
3.393,0,0,0,1,0,0,0,0,0
3.396,0,0,0,1,0,0,0,0,0
3.399,0,0,0,1,0,0,0,0,0
3.402,0,0,0,1,0,0,0,0,0
3.405,0,0,0,1,0,0,0,0,0
3.408,0,0,0,1,0,0,0,0,0
3.411,0,0,0,1,0,0,0,0,0
3.414,0,0,0,1,0,0,0,0,0
3.417,0,0,0,1,0,0,0,0,0
3.42,0,0,0,1,0,0,0,0,0
3.423,0,0,0,1,0,0,0,0,0
3.426,0,0,0,1,0,0,0,0,0
3.429,0,0,0,1,0,0,0,0,0
3.432,0,0,0,1,0,0,0,0,0
3.435,0,0,0,1,0,0,0,0,0
3.438,0,0,0,1,0,0,0,0,0
3.441,0,0,0,1,0,0,0,0,0
3.444,0,0,0,1,0,0,0,0,0
3.447,0,0,0,1,0,0,0,0,0
3.45,0,0,0,1,0,0,0,0,0
3.453,0,0,0,1,0,0,0,0,0
3.456,0,0,0,1,0,0,0,0,0
3.459,0,0,0,1,0,0,0,0,0
3.462,0,0,0,1,0,0,0,0,0
3.465,0,0,0,1,0,0,0,0,0
3.468,0,0,0,1,0,0,0,0,0
3.471,0,0,0,1,0,0,0,0,0
3.474,0,0,0,1,0,0,0,0,0
3.477,0,0,0,1,0,0,0,0,0
3.48,0,0,0,1,0,0,0,0,0
3.483,0,0,0,1,0,0,0,0,0
3.486,0,0,0,1,0,0,0,0,0
3.489,0,0,0,1,0,0,0,0,0
3.492,0,0,0,1,0,0,0,0,0
3.495,0,0,0,1,0,0,0,0,0
3.498,0,0,0,1,0,0,0,0,0
3.501,0,0,0,1,0,0,0,0,0
3.504,0,0,0,1,0,0,0,0,0
3.507,0,0,0,1,0,0,0,0,0
3.51,0,0,0,1,0,0,0,0,0
3.513,0,0,0,1,0,0,0,0,0
3.516,0,0,0,1,0,0,0,0,0
3.519,0,0,0,1,0,0,0,0,0
3.522,0,0,0,1,0,0,0,0,0
3.525,0,0,0,1,0,0,0,0,0
3.528,0,0,0,1,0,0,0,0,0
3.531,0,0,0,1,0,0,0,0,0
3.534,0,0,0,1,0,0,0,0,0
3.537,0,0,0,1,0,0,0,0,0
3.54,0,0,0,1,0,0,0,0,0
3.543,0,0,0,1,0,0,0,0,0
3.546,0,0,0,1,0,0,0,0,0
3.549,0,0,0,1,0,0,0,0,0
3.552,0,0,0,1,0,0,0,0,0
3.555,0,0,0,1,0,0,0,0,0
3.558,0,0,0,1,0,0,0,0,0
3.561,0,0,0,1,0,0,0,0,0
3.564,0,0,0,1,0,0,0,0,0
3.567,0,0,0,1,0,0,0,0,0
3.57,0,0,0,1,0,0,0,0,0
3.573,0,0,0,1,0,0,0,0,0
3.576,0,0,0,1,0,0,0,0,0
3.579,0,0,0,1,0,0,0,0,0
3.582,0,0,0,1,0,0,0,0,0
3.585,0,0,0,1,0,0,0,0,0
3.588,0,0,0,1,0,0,0,0,0
3.591,0,0,0,1,0,0,0,0,0
3.594,0,0,0,1,0,0,0,0,0
3.597,0,0,0,1,0,0,0,0,0
3.6,0,0,0,1,0,0,0,0,0
3.603,0,0,0,1,0,0,0,0,0
3.606,0,0,0,1,0,0,0,0,0
3.609,0,0,0,1,0,0,0,0,0
3.612,0,0,0,1,0,0,0,0,0
3.615,0,0,0,1,0,0,0,0,0
3.618,0,0,0,1,0,0,0,0,0
3.621,0,0,0,1,0,0,0,0,0
3.624,0,0,0,1,0,0,0,0,0
3.627,0,0,0,1,0,0,0,0,0
3.63,0,0,0,1,0,0,0,0,0
3.633,0,0,0,1,0,0,0,0,0
3.636,0,0,0,1,0,0,0,0,0
3.639,0,0,0,1,0,0,0,0,0
3.642,0,0,0,1,0,0,0,0,0
3.645,0,0,0,1,0,0,0,0,0
3.648,0,0,0,1,0,0,0,0,0
3.651,0,0,0,1,0,0,0,0,0
3.654,0,0,0,1,0,0,0,0,0
3.657,0,0,0,1,0,0,0,0,0
3.66,0,0,0,1,0,0,0,0,0
3.663,0,0,0,1,0,0,0,0,0
3.666,0,0,0,1,0,0,0,0,0
3.669,0,0,0,1,0,0,0,0,0
3.672,0,0,0,1,0,0,0,0,0
3.675,0,0,0,1,0,0,0,0,0
3.678,0,0,0,1,0,0,0,0,0
3.681,0,0,0,1,0,0,0,0,0
3.684,0,0,0,1,0,0,0,0,0
3.687,0,0,0,1,0,0,0,0,0
3.69,0,0,0,1,0,0,0,0,0
3.693,0,0,0,1,0,0,0,0,0
3.696,0,0,0,1,0,0,0,0,0
3.699,0,0,0,1,0,0,0,0,0
3.702,0,0,0,1,0,0,0,0,0
3.705,0,0,0,1,0,0,0,0,0
3.708,0,0,0,1,0,0,0,0,0
3.711,0,0,0,1,0,0,0,0,0
3.714,0,0,0,1,0,0,0,0,0
3.717,0,0,0,1,0,0,0,0,0
3.72,0,0,0,1,0,0,0,0,0
3.723,0,0,0,1,0,0,0,0,0
3.726,0,0,0,1,0,0,0,0,0
3.729,0,0,0,1,0,0,0,0,0
3.732,0,0,0,1,0,0,0,0,0
3.735,0,0,0,1,0,0,0,0,0
3.738,0,0,0,1,0,0,0,0,0
3.741,0,0,0,1,0,0,0,0,0
3.744,0,0,0,1,0,0,0,0,0
3.747,0,0,0,1,0,0,0,0,0
3.75,0,0,0,1,0,0,0,0,0
3.753,0,0,0,1,0,0,0,0,0
