"time","filter_fac3.x[1]","filter_fac3.x[2]","filter_fac4.x[1]","filter_fac4.x[2]","filter_fac5.x[1]","filter_fac5.x[2]"
0.148,0,0,0,0,0,0
0.1488,0,0,0,0,0,0
0.1496,0,0,0,0,0,0
0.1504,0,0,0,0,0,0
0.1512,0,0,0,0,0,0
0.152,0,0,0,0,0,0
0.1528,0,0,0,0,0,0
0.1536,0,0,0,0,0,0
0.1544,0,0,0,0,0,0
0.1552,0,0,0,0,0,0
0.156,0,0,0,0,0,0
0.1568,0,0,0,0,0,0
0.1576,0,0,0,0,0,0
0.1584,0,0,0,0,0,0
0.1592,0,0,0,0,0,0
0.16,0,0,0,0,0,0
0.1608,0,0,0,0,0,0
0.1616,0,0,0,0,0,0
0.1624,0,0,0,0,0,0
0.1632,0,0,0,0,0,0
0.164,0,0,0,0,0,0
0.1648,0,0,0,0,0,0
0.1656,0,0,0,0,0,0
0.1664,0,0,0,0,0,0
0.1672,0,0,0,0,0,0
0.168,0,0,0,0,0,0
0.1688,0,0,0,0,0,0
0.1696,0,0,0,0,0,0
0.1704,0,0,0,0,0,0
0.1712,0,0,0,0,0,0
0.172,0,0,0,0,0,0
0.1728,0,0,0,0,0,0
0.1736,0,0,0,0,0,0
0.1744,0,0,0,0,0,0
0.1752,0,0,0,0,0,0
0.176,0,0,0,0,0,0
0.1768,0,0,0,0,0,0
0.1776,0,0,0,0,0,0
0.1784,0,0,0,0,0,0
0.1792,0,0,0,0,0,0
0.18,0,0,0,0,0,0
0.1808,0,0,0,0,0,0
0.1816,0,0,0,0,0,0
0.1824,0,0,0,0,0,0
0.1832,0,0,0,0,0,0
0.184,0,0,0,0,0,0
0.1848,0,0,0,0,0,0
0.1856,0,0,0,0,0,0
0.1864,0,0,0,0,0,0
0.1872,0,0,0,0,0,0
0.188,0,0,0,0,0,0
0.1888,0,0,0,0,0,0
0.1896,0,0,0,0,0,0
0.1904,0,0,0,0,0,0
0.1912,0,0,0,0,0,0
0.192,0,0,0,0,0,0
0.1928,0,0,0,0,0,0
0.1936,0,0,0,0,0,0
0.1944,0,0,0,0,0,0
0.1952,0,0,0,0,0,0
0.196,0,0,0,0,0,0
0.1968,0,0,0,0,0,0
0.1976,0,0,0,0,0,0
0.1984,0,0,0,0,0,0
0.1992,0,0,0,0,0,0
0.2,0,0,0,0,0,0
0.2008,0,0,0,0,0,0
0.2016,0,0,0,0,0,0
0.2024,0,0,0,0,0,0
0.2032,0,0,0,0,0,0
0.204,0,0,0,0,0,0
0.2048,0,0,0,0,0,0
0.2056,0,0,0,0,0,0
0.2064,0,0,0,0,0,0
0.2072,0,0,0,0,0,0
0.208,0,0,0,0,0,0
0.2088,0,0,0,0,0,0
0.2096,0,0,0,0,0,0
0.2104,0,0,0,0,0,0
0.2112,0,0,0,0,0,0
0.212,0,0,0,0,0,0
0.2128,0,0,0,0,0,0
0.2136,0,0,0,0,0,0
0.2144,0,0,0,0,0,0
0.2152,0,0,0,0,0,0
0.216,0,0,0,0,0,0
0.2168,0,0,0,0,0,0
0.2176,0,0,0,0,0,0
0.2184,0,0,0,0,0,0
0.2192,0,0,0,0,0,0
0.22,0,0,0,0,0,0
0.2208,0,0,0,0,0,0
0.2216,0,0,0,0,0,0
0.2224,0,0,0,0,0,0
0.2232,0,0,0,0,0,0
0.224,0,0,0,0,0,0
0.2248,0,0,0,0,0,0
0.2256,0,0,0,0,0,0
0.2264,0,0,0,0,0,0
0.2272,0,0,0,0,0,0
0.228,0,0,0,0,0,0
0.2288,0,0,0,0,0,0
0.2296,0,0,0,0,0,0
0.2304,0,0,0,0,0,0
0.2312,0,0,0,0,0,0
0.232,0,0,0,0,0,0
0.2328,0,0,0,0,0,0
0.2336,0,0,0,0,0,0
0.2344,0,0,0,0,0,0
0.2352,0,0,0,0,0,0
0.236,0,0,0,0,0,0
0.2368,0,0,0,0,0,0
0.2376,0,0,0,0,0,0
0.2384,0,0,0,0,0,0
0.2392,0,0,0,0,0,0
0.24,0,0,0,0,0,0
0.2408,0,0,0,0,0,0
0.2416,0,0,0,0,0,0
0.2424,0,0,0,0,0,0
0.2432,0,0,0,0,0,0
0.244,0,0,0,0,0,0
0.2448,0,0,0,0,0,0
0.2456,0,0,0,0,0,0
0.2464,0,0,0,0,0,0
0.2472,0,0,0,0,0,0
0.248,0,0,0,0,0,0
0.2488,0,0,0,0,0,0
0.2496,0,0,0,0,0,0
0.2504,0,0,0,0,0,0
0.2512,0,0,0,0,0,0
0.252,0,0,0,0,0,0
0.2528,0,0,0,0,0,0
0.2536,0,0,0,0,0,0
0.2544,0,0,0,0,0,0
0.2552,0,0,0,0,0,0
0.256,0,0,0,0,0,0
0.2568,0,0,0,0,0,0
0.2576,0,0,0,0,0,0
0.2584,0,0,0,0,0,0
0.2592,0,0,0,0,0,0
0.26,0,0,0,0,0,0
0.2608,0,0,0,0,0,0
0.2616,0,0,0,0,0,0
0.2624,0,0,0,0,0,0
0.2632,0,0,0,0,0,0
0.264,0,0,0,0,0,0
0.2648,0,0,0,0,0,0
0.2656,0,0,0,0,0,0
0.2664,0,0,0,0,0,0
0.2672,0,0,0,0,0,0
0.268,0,0,0,0,0,0
0.2688,0,0,0,0,0,0
0.2696,0,0,0,0,0,0
0.2704,0,0,0,0,0,0
0.2712,0,0,0,0,0,0
0.272,0,0,0,0,0,0
0.2728,0,0,0,0,0,0
0.2736,0,0,0,0,0,0
0.2744,0,0,0,0,0,0
0.2752,0,0,0,0,0,0
0.276,0,0,0,0,0,0
0.2768,0,0,0,0,0,0
0.2776,0,0,0,0,0,0
0.2784,0,0,0,0,0,0
0.2792,0,0,0,0,0,0
0.28,0,0,0,0,0,0
0.2808,0,0,0,0,0,0
0.2816,0,0,0,0,0,0
0.2824,0,0,0,0,0,0
0.2832,0,0,0,0,0,0
0.284,0,0,0,0,0,0
0.2848,0,0,0,0,0,0
0.2856,0,0,0,0,0,0
0.2864,0,0,0,0,0,0
0.2872,0,0,0,0,0,0
0.288,0,0,0,0,0,0
0.2888,0,0,0,0,0,0
0.2896,0,0,0,0,0,0
0.2904,0,0,0,0,0,0
0.2912,0,0,0,0,0,0
0.292,0,0,0,0,0,0
0.2928,0,0,0,0,0,0
0.2936,0,0,0,0,0,0
0.2944,0,0,0,0,0,0
0.2952,0,0,0,0,0,0
0.296,0,0,0,0,0,0
0.2968,0,0,0,0,0,0
0.2976,0,0,0,0,0,0
0.2984,0,0,0,0,0,0
0.2992,0,0,0,0,0,0
0.3,0,0,0,0,0,0
0.3008,0,0,0,0,0,0
0.3016,0,0,0,0,0,0
0.3024,0,0,0,0,0,0
0.3032,0,0,0,0,0,0
0.304,0,0,0,0,0,0
0.3048,0,0,0,0,0,0
0.3056,0,0,0,0,0,0
0.3064,0,0,0,0,0,0
0.3072,0,0,0,0,0,0
0.308,0,0,0,0,0,0
0.3088,0,0,0,0,0,0
0.3096,0,0,0,0,0,0
0.3104,0,0,0,0,0,0
0.3112,0,0,0,0,0,0
0.312,0,0,0,0,0,0
0.3128,0,0,0,0,0,0
0.3136,0,0,0,0,0,0
0.3144,0,0,0,0,0,0
0.3152,0,0,0,0,0,0
0.316,0,0,0,0,0,0
0.3168,0,0,0,0,0,0
0.3176,0,0,0,0,0,0
0.3184,0,0,0,0,0,0
0.3192,0,0,0,0,0,0
0.32,0,0,0,0,0,0
0.3208,0,0,0,0,0,0
0.3216,0,0,0,0,0,0
0.3224,0,0,0,0,0,0
0.3232,0,0,0,0,0,0
0.324,0,0,0,0,0,0
0.3248,0,0,0,0,0,0
0.3256,0,0,0,0,0,0
0.3264,0,0,0,0,0,0
0.3272,0,0,0,0,0,0
0.328,0,0,0,0,0,0
0.3288,0,0,0,0,0,0
0.3296,0,0,0,0,0,0
0.3304,0,0,0,0,0,0
0.3312,0,0,0,0,0,0
0.332,0,0,0,0,0,0
0.3328,0,0,0,0,0,0
0.3336,0,0,0,0,0,0
0.3344,0,0,0,0,0,0
0.3352,0,0,0,0,0,0
0.336,0,0,0,0,0,0
0.3368,0,0,0,0,0,0
0.3376,0,0,0,0,0,0
0.3384,0,0,0,0,0,0
0.3392,0,0,0,0,0,0
0.34,0,0,0,0,0,0
0.3408,0,0,0,0,0,0
0.3416,0,0,0,0,0,0
0.3424,0,0,0,0,0,0
0.3432,0,0,0,0,0,0
0.344,0,0,0,0,0,0
0.3448,0,0,0,0,0,0
0.3456,0,0,0,0,0,0
0.3464,0,0,0,0,0,0
0.3472,0,0,0,0,0,0
0.348,0,0,0,0,0,0
0.3488,0,0,0,0,0,0
0.3496,0,0,0,0,0,0
0.3504,0,0,0,0,0,0
0.3512,0,0,0,0,0,0
0.352,0,0,0,0,0,0
0.3528,0,0,0,0,0,0
0.3536,0,0,0,0,0,0
0.3544,0,0,0,0,0,0
0.3552,0,0,0,0,0,0
0.356,0,0,0,0,0,0
0.3568,0,0,0,0,0,0
0.3576,0,0,0,0,0,0
0.3584,0,0,0,0,0,0
0.3592,0,0,0,0,0,0
0.36,0,0,0,0,0,0
0.3608,0,0,0,0,0,0
0.3616,0,0,0,0,0,0
0.3624,0,0,0,0,0,0
0.3632,0,0,0,0,0,0
0.364,0,0,0,0,0,0
0.3648,0,0,0,0,0,0
0.3656,0,0,0,0,0,0
0.3664,0,0,0,0,0,0
0.3672,0,0,0,0,0,0
0.368,0,0,0,0,0,0
0.3688,0,0,0,0,0,0
0.3696,0,0,0,0,0,0
0.3704,0,0,0,0,0,0
0.3712,0,0,0,0,0,0
0.372,0,0,0,0,0,0
0.3728,0,0,0,0,0,0
0.3736,0,0,0,0,0,0
0.3744,0,0,0,0,0,0
0.3752,0,0,0,0,0,0
0.376,0,0,0,0,0,0
0.3768,0,0,0,0,0,0
0.3776,0,0,0,0,0,0
0.3784,0,0,0,0,0,0
0.3792,0,0,0,0,0,0
0.38,0,0,0,0,0,0
0.3808,0,0,0,0,0,0
0.3816,0,0,0,0,0,0
0.3824,0,0,0,0,0,0
0.3832,0,0,0,0,0,0
0.384,0,0,0,0,0,0
0.3848,0,0,0,0,0,0
0.3856,0,0,0,0,0,0
0.3864,0,0,0,0,0,0
0.3872,0,0,0,0,0,0
0.388,0,0,0,0,0,0
0.3888,0,0,0,0,0,0
0.3896,0,0,0,0,0,0
0.3904,0,0,0,0,0,0
0.3912,0,0,0,0,0,0
0.392,0,0,0,0,0,0
0.3928,0,0,0,0,0,0
0.3936,0,0,0,0,0,0
0.3944,0,0,0,0,0,0
0.3952,0,0,0,0,0,0
0.396,0,0,0,0,0,0
0.3968,0,0,0,0,0,0
0.3976,0,0,0,0,0,0
0.3984,0,0,0,0,0,0
0.3992,0,0,0,0,0,0
0.4,0,0,0,0,0,0
0.4008,0,0,0,0,0,0
0.4016,0,0,0,0,0,0
0.4024,0,0,0,0,0,0
0.4032,0,0,0,0,0,0
0.404,0,0,0,0,0,0
0.4048,0,0,0,0,0,0
0.4056,0,0,0,0,0,0
0.4064,0,0,0,0,0,0
0.4072,0,0,0,0,0,0
0.408,0,0,0,0,0,0
0.4088,0,0,0,0,0,0
0.4096,0,0,0,0,0,0
0.4104,0,0,0,0,0,0
0.4112,0,0,0,0,0,0
0.412,0,0,0,0,0,0
0.4128,0,0,0,0,0,0
0.4136,0,0,0,0,0,0
0.4144,0,0,0,0,0,0
0.4152,0,0,0,0,0,0
0.416,0,0,0,0,0,0
0.4168,0,0,0,0,0,0
0.4176,0,0,0,0,0,0
0.4184,0,0,0,0,0,0
0.4192,0,0,0,0,0,0
0.42,0,0,0,0,0,0
0.4208,0,0,0,0,0,0
0.4216,0,0,0,0,0,0
0.4224,0,0,0,0,0,0
0.4232,0,0,0,0,0,0
0.424,0,0,0,0,0,0
0.4248,0,0,0,0,0,0
0.4256,0,0,0,0,0,0
0.4264,0,0,0,0,0,0
0.4272,0,0,0,0,0,0
0.428,0,0,0,0,0,0
0.4288,0,0,0,0,0,0
0.4296,0,0,0,0,0,0
0.4304,0,0,0,0,0,0
0.4312,0,0,0,0,0,0
0.432,0,0,0,0,0,0
0.4328,0,0,0,0,0,0
0.4336,0,0,0,0,0,0
0.4344,0,0,0,0,0,0
0.4352,0,0,0,0,0,0
0.436,0,0,0,0,0,0
0.4368,0,0,0,0,0,0
0.4376,0,0,0,0,0,0
0.4384,0,0,0,0,0,0
0.4392,0,0,0,0,0,0
0.44,0,0,0,0,0,0
0.4408,0,0,0,0,0,0
0.4416,0,0,0,0,0,0
0.4424,0,0,0,0,0,0
0.4432,0,0,0,0,0,0
0.444,0,0,0,0,0,0
0.4448,0,0,0,0,0,0
0.4456,0,0,0,0,0,0
0.4464,0,0,0,0,0,0
0.4472,0,0,0,0,0,0
0.448,0,0,0,0,0,0
0.4488,0,0,0,0,0,0
0.4496,0,0,0,0,0,0
0.4504,0,0,0,0,0,0
0.4512,0,0,0,0,0,0
0.452,0,0,0,0,0,0
0.4528,0,0,0,0,0,0
0.4536,0,0,0,0,0,0
0.4544,0,0,0,0,0,0
0.4552,0,0,0,0,0,0
0.456,0,0,0,0,0,0
0.4568,0,0,0,0,0,0
0.4576,0,0,0,0,0,0
0.4584,0,0,0,0,0,0
0.4592,0,0,0,0,0,0
0.46,0,0,0,0,0,0
0.4608,0,0,0,0,0,0
0.4616,0,0,0,0,0,0
0.4624,0,0,0,0,0,0
0.4632,0,0,0,0,0,0
0.464,0,0,0,0,0,0
0.4648,0,0,0,0,0,0
0.4656,0,0,0,0,0,0
0.4664,0,0,0,0,0,0
0.4672,0,0,0,0,0,0
0.468,0,0,0,0,0,0
0.4688,0,0,0,0,0,0
0.4696,0,0,0,0,0,0
0.4704,0,0,0,0,0,0
0.4712,0,0,0,0,0,0
0.472,0,0,0,0,0,0
0.4728,0,0,0,0,0,0
0.4736,0,0,0,0,0,0
0.4744,0,0,0,0,0,0
0.4752,0,0,0,0,0,0
0.476,0,0,0,0,0,0
0.4768,0,0,0,0,0,0
0.4776,0,0,0,0,0,0
0.4784,0,0,0,0,0,0
0.4792,0,0,0,0,0,0
0.48,0,0,0,0,0,0
0.4808,0,0,0,0,0,0
0.4816,0,0,0,0,0,0
0.4824,0,0,0,0,0,0
0.4832,0,0,0,0,0,0
0.484,0,0,0,0,0,0
0.4848,0,0,0,0,0,0
0.4856,0,0,0,0,0,0
0.4864,0,0,0,0,0,0
0.4872,0,0,0,0,0,0
0.488,0,0,0,0,0,0
0.4888,0,0,0,0,0,0
0.4896,0,0,0,0,0,0
0.4904,0,0,0,0,0,0
0.4912,0,0,0,0,0,0
0.492,0,0,0,0,0,0
0.4928,0,0,0,0,0,0
0.4936,0,0,0,0,0,0
0.4944,0,0,0,0,0,0
0.4952,0,0,0,0,0,0
0.496,0,0,0,0,0,0
0.4968,0,0,0,0,0,0
0.4976,0,0,0,0,0,0
0.4984,0,0,0,0,0,0
0.4992,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.5008,0,0,0,0,0,0
0.5016,0,0,0,0,0,0
0.5024,0,0,0,0,0,0
0.5032,0,0,0,0,0,0
0.504,0,0,0,0,0,0
0.5048,0,0,0,0,0,0
0.5056,0,0,0,0,0,0
0.5064,0,0,0,0,0,0
0.5072,0,0,0,0,0,0
0.508,0,0,0,0,0,0
0.5088,0,0,0,0,0,0
0.5096,0,0,0,0,0,0
0.5104,0,0,0,0,0,0
0.5112,0,0,0,0,0,0
0.512,0,0,0,0,0,0
0.5128,0,0,0,0,0,0
0.5136,0,0,0,0,0,0
0.5144,0,0,0,0,0,0
0.5152,0,0,0,0,0,0
0.516,0,0,0,0,0,0
0.5168,0,0,0,0,0,0
0.5176,0,0,0,0,0,0
0.5184,0,0,0,0,0,0
0.5192,0,0,0,0,0,0
0.52,0,0,0,0,0,0
0.5208,0,0,0,0,0,0
0.5216,0,0,0,0,0,0
0.5224,0,0,0,0,0,0
0.5232,0,0,0,0,0,0
0.524,0,0,0,0,0,0
0.5248,0,0,0,0,0,0
0.5256,0,0,0,0,0,0
0.5264,0,0,0,0,0,0
0.5272,0,0,0,0,0,0
0.528,0,0,0,0,0,0
0.5288,0,0,0,0,0,0
0.5296,0,0,0,0,0,0
0.5304,0,0,0,0,0,0
0.5312,0,0,0,0,0,0
0.532,0,0,0,0,0,0
0.5328,0,0,0,0,0,0
0.5336,0,0,0,0,0,0
0.5344,0,0,0,0,0,0
0.5352,0,0,0,0,0,0
0.536,0,0,0,0,0,0
0.5368,0,0,0,0,0,0
0.5376,0,0,0,0,0,0
0.5384,0,0,0,0,0,0
0.5392,0,0,0,0,0,0
0.54,0,0,0,0,0,0
0.5408,0,0,0,0,0,0
0.5416,0,0,0,0,0,0
0.5424,0,0,0,0,0,0
0.5432,0,0,0,0,0,0
0.544,0,0,0,0,0,0
0.5448,0,0,0,0,0,0
0.5456,0,0,0,0,0,0
0.5464,0,0,0,0,0,0
0.5472,0,0,0,0,0,0
0.548,0,0,0,0,0,0
0.5488,0,0,0,0,0,0
0.5496,0,0,0,0,0,0
0.5504,0,0,0,0,0,0
0.5512,0,0,0,0,0,0
0.552,0,0,0,0,0,0
0.5528,0,0,0,0,0,0
0.5536,0,0,0,0,0,0
0.5544,0,0,0,0,0,0
0.5552,0,0,0,0,0,0
0.556,0,0,0,0,0,0
0.5568,0,0,0,0,0,0
0.5576,0,0,0,0,0,0
0.5584,0,0,0,0,0,0
0.5592,0,0,0,0,0,0
0.56,0,0,0,0,0,0
0.5608,0,0,0,0,0,0
0.5616,0,0,0,0,0,0
0.5624,0,0,0,0,0,0
0.5632,0,0,0,0,0,0
0.564,0,0,0,0,0,0
0.5648,0,0,0,0,0,0
0.5656,0,0,0,0,0,0
0.5664,0,0,0,0,0,0
0.5672,0,0,0,0,0,0
0.568,0,0,0,0,0,0
0.5688,0,0,0,0,0,0
0.5696,0,0,0,0,0,0
0.5704,0,0,0,0,0,0
0.5712,0,0,0,0,0,0
0.572,0,0,0,0,0,0
0.5728,0,0,0,0,0,0
0.5736,0,0,0,0,0,0
0.5744,0,0,0,0,0,0
0.5752,0,0,0,0,0,0
0.576,0,0,0,0,0,0
0.5768,0,0,0,0,0,0
0.5776,0,0,0,0,0,0
0.5784,0,0,0,0,0,0
0.5792,0,0,0,0,0,0
0.58,0,0,0,0,0,0
0.5808,0,0,0,0,0,0
0.5816,0,0,0,0,0,0
0.5824,0,0,0,0,0,0
0.5832,0,0,0,0,0,0
0.584,0,0,0,0,0,0
0.5848,0,0,0,0,0,0
0.5856,0,0,0,0,0,0
0.5864,0,0,0,0,0,0
0.5872,0,0,0,0,0,0
0.588,0,0,0,0,0,0
0.5888,0,0,0,0,0,0
0.5896,0,0,0,0,0,0
0.5904,0,0,0,0,0,0
0.5912,0,0,0,0,0,0
0.592,0,0,0,0,0,0
0.5928,0,0,0,0,0,0
0.5936,0,0,0,0,0,0
0.5944,0,0,0,0,0,0
0.5952,0,0,0,0,0,0
0.596,0,0,0,0,0,0
0.5968,0,0,0,0,0,0
0.5976,0,0,0,0,0,0
0.5984,0,0,0,0,0,0
0.5992,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.6008,0,0,0,0,0,0
0.6016,0,0,0,0,0,0
0.6024,0,0,0,0,0,0
0.6032,0,0,0,0,0,0
0.604,0,0,0,0,0,0
0.6048,0,0,0,0,0,0
0.6056,0,0,0,0,0,0
0.6064,0,0,0,0,0,0
0.6072,0,0,0,0,0,0
0.608,0,0,0,0,0,0
0.6088,0,0,0,0,0,0
0.6096,0,0,0,0,0,0
0.6104,0,0,0,0,0,0
0.6112,0,0,0,0,0,0
0.612,0,0,0,0,0,0
0.6128,0,0,0,0,0,0
0.6136,0,0,0,0,0,0
0.6144,0,0,0,0,0,0
0.6152,0,0,0,0,0,0
0.616,0,0,0,0,0,0
0.6168,0,0,0,0,0,0
0.6176,0,0,0,0,0,0
0.6184,0,0,0,0,0,0
0.6192,0,0,0,0,0,0
0.62,0,0,0,0,0,0
0.6208,0,0,0,0,0,0
0.6216,0,0,0,0,0,0
0.6224,0,0,0,0,0,0
0.6232,0,0,0,0,0,0
0.624,0,0,0,0,0,0
0.6248,0,0,0,0,0,0
0.6256,0,0,0,0,0,0
0.6264,0,0,0,0,0,0
0.6272,0,0,0,0,0,0
0.628,0,0,0,0,0,0
0.6288,0,0,0,0,0,0
0.6296,0,0,0,0,0,0
0.6304,0,0,0,0,0,0
0.6312,0,0,0,0,0,0
0.632,0,0,0,0,0,0
0.6328,0,0,0,0,0,0
0.6336,0,0,0,0,0,0
0.6344,0,0,0,0,0,0
0.6352,0,0,0,0,0,0
0.636,0,0,0,0,0,0
0.6368,0,0,0,0,0,0
0.6376,0,0,0,0,0,0
0.6384,0,0,0,0,0,0
0.6392,0,0,0,0,0,0
0.64,0,0,0,0,0,0
0.6408,0,0,0,0,0,0
0.6416,0,0,0,0,0,0
0.6424,0,0,0,0,0,0
0.6432,0,0,0,0,0,0
0.644,0,0,0,0,0,0
0.6448,0,0,0,0,0,0
0.6456,0,0,0,0,0,0
0.6464,0,0,0,0,0,0
0.6472,0,0,0,0,0,0
0.648,0,0,0,0,0,0
0.6488,0,0,0,0,0,0
0.6496,0,0,0,0,0,0
0.6504,0,0,0,0,0,0
0.6512,0,0,0,0,0,0
0.652,0,0,0,0,0,0
0.6528,0,0,0,0,0,0
0.6536,0,0,0,0,0,0
0.6544,0,0,0,0,0,0
0.6552,0,0,0,0,0,0
0.656,0,0,0,0,0,0
0.6568,0,0,0,0,0,0
0.6576,0,0,0,0,0,0
0.6584,0,0,0,0,0,0
